"wordrep"	"letters"	"word_accuracy"	"best_match"	"str_distance"	"correct_word_length"	"proportion_letter_correct"	"iksis"	"responses"	"suppression"	"subject"
"31346"	"THAT"	"T"	1	"THAT"	0	4	1	112	"T"	"D100A"	"p18crandom.txt"
"31446"	"THEY"	"T"	1	"THEY"	0	4	1	296	"T"	"D100A"	"p18crandom.txt"
"31545"	"THEY"	"H"	1	"THEY"	0	4	1	128	"H"	"D100A"	"p18crandom.txt"
"31645"	"THEY"	"E"	1	"THEY"	0	4	1	96	"E"	"D100A"	"p18crandom.txt"
"31745"	"THEY"	"Y"	1	"THEY"	0	4	1	120	"Y"	"D100A"	"p18crandom.txt"
"31845"	"DO"	"D"	1	"DO"	0	2	1	1185	"D"	"D100A"	"p18crandom.txt"
"31945"	"DO"	"O"	1	"DO"	0	2	1	144	"O"	"D100A"	"p18crandom.txt"
"32045"	"NOT"	"N"	1	"NOT"	0	3	1	168	"N"	"D100A"	"p18crandom.txt"
"32170"	"NOT"	"O"	1	"NOT"	0	3	1	176	"O"	"D100A"	"p18crandom.txt"
"32247"	"NOT"	"T"	1	"NOT"	0	3	1	128	"T"	"D100A"	"p18crandom.txt"
"32345"	"WASTE"	"W"	1	"WASTE"	0	5	1	353	"W"	"D100A"	"p18crandom.txt"
"32445"	"WASTE"	"A"	1	"WASTE"	0	5	1	112	"A"	"D100A"	"p18crandom.txt"
"32545"	"WASTE"	"S"	1	"WASTE"	0	5	1	200	"S"	"D100A"	"p18crandom.txt"
"32645"	"WASTE"	"T"	1	"WASTE"	0	5	1	312	"T"	"D100A"	"p18crandom.txt"
"32745"	"WASTE"	"E"	1	"WASTE"	0	5	1	184	"E"	"D100A"	"p18crandom.txt"
"32845"	"VALUABL"	"V"	0	NA	NA	1	NA	1081	"V"	"D100A"	"p18crandom.txt"
"32945"	"VALUABL"	"A"	0	NA	NA	1	NA	232	"A"	"D100A"	"p18crandom.txt"
"33045"	"VALUABL"	"L"	0	NA	NA	1	NA	120	"L"	"D100A"	"p18crandom.txt"
"33169"	"VALUABL"	"U"	0	NA	NA	1	NA	264	"U"	"D100A"	"p18crandom.txt"
"33247"	"VALUABL"	"A"	0	NA	NA	1	NA	272	"A"	"D100A"	"p18crandom.txt"
"33345"	"VALUABL"	"B"	0	NA	NA	1	NA	344	"B"	"D100A"	"p18crandom.txt"
"33445"	"VALUABL"	"L"	0	NA	NA	1	NA	168	"L"	"D100A"	"p18crandom.txt"
"33545"	"TIME"	"T"	1	"TIME"	0	4	1	232	"T"	"D100A"	"p18crandom.txt"
"33645"	"TIME"	"I"	1	"TIME"	0	4	1	112	"I"	"D100A"	"p18crandom.txt"
"33745"	"TIME"	"M"	1	"TIME"	0	4	1	128	"M"	"D100A"	"p18crandom.txt"
"33845"	"TIME"	"E"	1	"TIME"	0	4	1	96	"E"	"D100A"	"p18crandom.txt"
"33945"	"ON"	"O"	1	"ON"	0	2	1	552	"O"	"D100A"	"p18crandom.txt"
"34045"	"ON"	"N"	1	"ON"	0	2	1	169	"N"	"D100A"	"p18crandom.txt"
"34169"	"A"	"A"	1	"A"	0	1	1	184	"A"	"D100A"	"p18crandom.txt"
"34247"	"DOFG"	"D"	0	"The"	4	3	0.333333333333333	224	"D"	"D100A"	"p18crandom.txt"
"34345"	"DOFG"	"O"	0	"The"	4	3	0.333333333333333	168	"O"	"D100A"	"p18crandom.txt"
"34445"	"DOFG"	"F"	0	"The"	4	3	0.333333333333333	152	"F"	"D100A"	"p18crandom.txt"
"34545"	"DOFG"	"G"	0	"The"	4	3	0.333333333333333	632	"G"	"D100A"	"p18crandom.txt"
"34645"	"THAT"	"T"	1	"THAT"	0	4	1	1233	"T"	"D100A"	"p18crandom.txt"
"34745"	"THAT"	"H"	1	"THAT"	0	4	1	113	"H"	"D100A"	"p18crandom.txt"
"34845"	"THAT"	"A"	1	"THAT"	0	4	1	103	"A"	"D100A"	"p18crandom.txt"
"34945"	"THAT"	"T"	1	"THAT"	0	4	1	120	"T"	"D100A"	"p18crandom.txt"
"35045"	"MAY"	"M"	1	"MAY"	0	3	1	208	"M"	"D100A"	"p18crandom.txt"
"35169"	"MAY"	"A"	1	"MAY"	0	3	1	120	"A"	"D100A"	"p18crandom.txt"
"35247"	"MAY"	"Y"	1	"MAY"	0	3	1	409	"Y"	"D100A"	"p18crandom.txt"
"35345"	"NOT"	"N"	1	"NOT"	0	3	1	1216	"N"	"D100A"	"p18crandom.txt"
"35445"	"NOT"	"O"	1	"NOT"	0	3	1	360	"O"	"D100A"	"p18crandom.txt"
"35545"	"NOT"	"T"	1	"NOT"	0	3	1	121	"T"	"D100A"	"p18crandom.txt"
"35645"	"TUN"	"T"	0	"The"	2	3	0.333333333333333	160	"T"	"D100A"	"p18crandom.txt"
"35745"	"TUN"	"U"	0	"The"	2	3	0.333333333333333	176	"U"	"D100A"	"p18crandom.txt"
"35845"	"TUN"	"N"	0	"The"	2	3	0.333333333333333	768	"N"	"D100A"	"p18crandom.txt"
"35945"	"OUT"	"O"	1	"OUT"	0	3	1	384	"O"	"D100A"	"p18crandom.txt"
"36045"	"OUT"	"U"	1	"OUT"	0	3	1	361	"U"	"D100A"	"p18crandom.txt"
"36169"	"OUT"	"T"	1	"OUT"	0	3	1	128	"T"	"D100A"	"p18crandom.txt"
"36247"	"TO"	"T"	1	"TO"	0	2	1	256	"T"	"D100A"	"p18crandom.txt"
"36345"	"TO"	"O"	1	"TO"	0	2	1	128	"O"	"D100A"	"p18crandom.txt"
"36445"	"BES"	"B"	0	"The"	3	3	0	248	"B"	"D100A"	"p18crandom.txt"
"36545"	"BES"	"E"	0	"The"	3	3	0	120	"E"	"D100A"	"p18crandom.txt"
"36645"	"BES"	"S"	0	"The"	3	3	0	249	"S"	"D100A"	"p18crandom.txt"
"36745"	"SUCCESSFUL"	"S"	1	"SUCCESSFUL"	0	10	1	681	"S"	"D100A"	"p18crandom.txt"
"36845"	"SUCCESSFUL"	"U"	1	"SUCCESSFUL"	0	10	1	175	"U"	"D100A"	"p18crandom.txt"
"36945"	"SUCCESSFUL"	"C"	1	"SUCCESSFUL"	0	10	1	392	"C"	"D100A"	"p18crandom.txt"
"37045"	"SUCCESSFUL"	"C"	1	"SUCCESSFUL"	0	10	1	121	"C"	"D100A"	"p18crandom.txt"
"37169"	"SUCCESSFUL"	"E"	1	"SUCCESSFUL"	0	10	1	160	"E"	"D100A"	"p18crandom.txt"
"37247"	"SUCCESSFUL"	"S"	1	"SUCCESSFUL"	0	10	1	520	"S"	"D100A"	"p18crandom.txt"
"37345"	"SUCCESSFUL"	"S"	1	"SUCCESSFUL"	0	10	1	120	"S"	"D100A"	"p18crandom.txt"
"37445"	"SUCCESSFUL"	"F"	1	"SUCCESSFUL"	0	10	1	616	"F"	"D100A"	"p18crandom.txt"
"37545"	"SUCCESSFUL"	"U"	1	"SUCCESSFUL"	0	10	1	88	"U"	"D100A"	"p18crandom.txt"
"37645"	"SUCCESSFUL"	"L"	1	"SUCCESSFUL"	0	10	1	304	"L"	"D100A"	"p18crandom.txt"
"37745"	"WORKER."	"W"	1	"WORKER."	0	7	1	384	"W"	"D100A"	"p18crandom.txt"
"37845"	"WORKER."	"O"	1	"WORKER."	0	7	1	192	"O"	"D100A"	"p18crandom.txt"
"37945"	"WORKER."	"R"	1	"WORKER."	0	7	1	256	"R"	"D100A"	"p18crandom.txt"
"38045"	"WORKER."	"K"	1	"WORKER."	0	7	1	160	"K"	"D100A"	"p18crandom.txt"
"38169"	"WORKER."	"E"	1	"WORKER."	0	7	1	232	"E"	"D100A"	"p18crandom.txt"
"38247"	"WORKER."	"R"	1	"WORKER."	0	7	1	160	"R"	"D100A"	"p18crandom.txt"
"38345"	"WORKER."	"."	1	"WORKER."	0	7	1	209	"."	"D100A"	"p18crandom.txt"
"38445"	"MANY"	"M"	1	"MANY"	0	4	1	536	"M"	"D100A"	"p18crandom.txt"
"38545"	"MANY"	"A"	1	"MANY"	0	4	1	112	"A"	"D100A"	"p18crandom.txt"
"38645"	"MANY"	"N"	1	"MANY"	0	4	1	192	"N"	"D100A"	"p18crandom.txt"
"38745"	"MANY"	"Y"	1	"MANY"	0	4	1	328	"Y"	"D100A"	"p18crandom.txt"
"38845"	"FARMERS"	"F"	1	"FARMERS"	0	7	1	273	"F"	"D100A"	"p18crandom.txt"
"38945"	"FARMERS"	"A"	1	"FARMERS"	0	7	1	192	"A"	"D100A"	"p18crandom.txt"
"39045"	"FARMERS"	"R"	1	"FARMERS"	0	7	1	216	"R"	"D100A"	"p18crandom.txt"
"39169"	"FARMERS"	"M"	1	"FARMERS"	0	7	1	136	"M"	"D100A"	"p18crandom.txt"
"39247"	"FARMERS"	"E"	1	"FARMERS"	0	7	1	400	"E"	"D100A"	"p18crandom.txt"
"39345"	"FARMERS"	"R"	1	"FARMERS"	0	7	1	232	"R"	"D100A"	"p18crandom.txt"
"39445"	"FARMERS"	"S"	1	"FARMERS"	0	7	1	224	"S"	"D100A"	"p18crandom.txt"
"39545"	"FIND"	"F"	1	"FIND"	0	4	1	753	"F"	"D100A"	"p18crandom.txt"
"39645"	"FIND"	"I"	1	"FIND"	0	4	1	128	"I"	"D100A"	"p18crandom.txt"
"39745"	"FIND"	"N"	1	"FIND"	0	4	1	168	"N"	"D100A"	"p18crandom.txt"
"39845"	"FIND"	"D"	1	"FIND"	0	4	1	192	"D"	"D100A"	"p18crandom.txt"
"39945"	"THAT"	"T"	1	"THAT"	0	4	1	536	"T"	"D100A"	"p18crandom.txt"
"40045"	"THAT"	"H"	1	"THAT"	0	4	1	120	"H"	"D100A"	"p18crandom.txt"
"40169"	"THAT"	"A"	1	"THAT"	0	4	1	96	"A"	"D100A"	"p18crandom.txt"
"40247"	"THAT"	"T"	1	"THAT"	0	4	1	121	"T"	"D100A"	"p18crandom.txt"
"40345"	"THE"	"T"	1	"THE"	0	3	1	280	"T"	"D100A"	"p18crandom.txt"
"40445"	"THE"	"H"	1	"THE"	0	3	1	184	"H"	"D100A"	"p18crandom.txt"
"40545"	"THE"	"E"	1	"THE"	0	3	1	144	"E"	"D100A"	"p18crandom.txt"
"40645"	"COST"	"C"	1	"COST"	0	4	1	281	"C"	"D100A"	"p18crandom.txt"
"40745"	"COST"	"O"	1	"COST"	0	4	1	143	"O"	"D100A"	"p18crandom.txt"
"40845"	"COST"	"S"	1	"COST"	0	4	1	136	"S"	"D100A"	"p18crandom.txt"
"40945"	"COST"	"T"	1	"COST"	0	4	1	360	"T"	"D100A"	"p18crandom.txt"
"41063"	"OF"	"O"	1	"OF"	0	2	1	464	"O"	"D100A"	"p18crandom.txt"
"41173"	"OF"	"F"	1	"OF"	0	2	1	208	"F"	"D100A"	"p18crandom.txt"
"41248"	"SUCH"	"S"	1	"SUCH"	0	4	1	280	"S"	"D100A"	"p18crandom.txt"
"41346"	"SUCH"	"U"	1	"SUCH"	0	4	1	168	"U"	"D100A"	"p18crandom.txt"
"41446"	"SUCH"	"C"	1	"SUCH"	0	4	1	112	"C"	"D100A"	"p18crandom.txt"
"41545"	"SUCH"	"H"	1	"SUCH"	0	4	1	88	"H"	"D100A"	"p18crandom.txt"
"41645"	"A"	"A"	1	"A"	0	1	1	176	"A"	"D100A"	"p18crandom.txt"
"41745"	"DOG"	"D"	1	"DOG"	0	3	1	272	"D"	"D100A"	"p18crandom.txt"
"41845"	"DOG"	"O"	1	"DOG"	0	3	1	160	"O"	"D100A"	"p18crandom.txt"
"41945"	"DOG"	"G"	1	"DOG"	0	3	1	720	"G"	"D100A"	"p18crandom.txt"
"42045"	"IS"	"I"	1	"IS"	0	2	1	681	"I"	"D100A"	"p18crandom.txt"
"42170"	"IS"	"S"	1	"IS"	0	2	1	112	"S"	"D100A"	"p18crandom.txt"
"42247"	"WELL"	"W"	1	"WELL"	0	4	1	192	"W"	"D100A"	"p18crandom.txt"
"42345"	"WELL"	"E"	1	"WELL"	0	4	1	216	"E"	"D100A"	"p18crandom.txt"
"42445"	"WELL"	"L"	1	"WELL"	0	4	1	240	"L"	"D100A"	"p18crandom.txt"
"42545"	"WELL"	"L"	1	"WELL"	0	4	1	112	"L"	"D100A"	"p18crandom.txt"
"42645"	"WORTH"	"W"	1	"WORTH"	0	5	1	264	"W"	"D100A"	"p18crandom.txt"
"42745"	"WORTH"	"O"	1	"WORTH"	0	5	1	192	"O"	"D100A"	"p18crandom.txt"
"42845"	"WORTH"	"R"	1	"WORTH"	0	5	1	129	"R"	"D100A"	"p18crandom.txt"
"42945"	"WORTH"	"T"	1	"WORTH"	0	5	1	216	"T"	"D100A"	"p18crandom.txt"
"43045"	"WORTH"	"H"	1	"WORTH"	0	5	1	192	"H"	"D100A"	"p18crandom.txt"
"43169"	"IT."	"I"	1	"IT."	0	3	1	128	"I"	"D100A"	"p18crandom.txt"
"43247"	"IT."	"T"	1	"IT."	0	3	1	160	"T"	"D100A"	"p18crandom.txt"
"43345"	"IT."	"."	1	"IT."	0	3	1	808	"."	"D100A"	"p18crandom.txt"
"43445"	"EVEN"	"E"	1	"EVEN"	0	4	1	441	"E"	"D100A"	"p18crandom.txt"
"43545"	"EVEN"	"V"	1	"EVEN"	0	4	1	208	"V"	"D100A"	"p18crandom.txt"
"43645"	"EVEN"	"E"	1	"EVEN"	0	4	1	160	"E"	"D100A"	"p18crandom.txt"
"43745"	"EVEN"	"N"	1	"EVEN"	0	4	1	136	"N"	"D100A"	"p18crandom.txt"
"43845"	"GOOD"	"G"	1	"GOOD"	0	4	1	224	"G"	"D100A"	"p18crandom.txt"
"43945"	"GOOD"	"O"	1	"GOOD"	0	4	1	441	"O"	"D100A"	"p18crandom.txt"
"44045"	"GOOD"	"O"	1	"GOOD"	0	4	1	112	"O"	"D100A"	"p18crandom.txt"
"44169"	"GOOD"	"D"	1	"GOOD"	0	4	1	159	"D"	"D100A"	"p18crandom.txt"
"44247"	"TRIEAL"	"T"	0	"The"	5	3	0.666666666666667	665	"T"	"D100A"	"p18crandom.txt"
"44345"	"TRIEAL"	"R"	0	"The"	5	3	0.666666666666667	208	"R"	"D100A"	"p18crandom.txt"
"44445"	"TRIEAL"	"I"	0	"The"	5	3	0.666666666666667	360	"I"	"D100A"	"p18crandom.txt"
"44545"	"TRIEAL"	"E"	0	"The"	5	3	0.666666666666667	137	"E"	"D100A"	"p18crandom.txt"
"44645"	"TRIEAL"	"A"	0	"The"	5	3	0.666666666666667	479	"A"	"D100A"	"p18crandom.txt"
"44745"	"TRIEAL"	"L"	0	"The"	5	3	0.666666666666667	168	"L"	"D100A"	"p18crandom.txt"
"44845"	"DOGS"	"D"	1	"DOGS"	0	4	1	464	"D"	"D100A"	"p18crandom.txt"
"44945"	"DOGS"	"O"	1	"DOGS"	0	4	1	176	"O"	"D100A"	"p18crandom.txt"
"45045"	"DOGS"	"G"	1	"DOGS"	0	4	1	208	"G"	"D100A"	"p18crandom.txt"
"45169"	"DOGS"	"S"	1	"DOGS"	0	4	1	288	"S"	"D100A"	"p18crandom.txt"
"45247"	"DSOMETIMES"	"D"	0	NA	NA	1	NA	633	"D"	"D100A"	"p18crandom.txt"
"45345"	"DSOMETIMES"	"S"	0	NA	NA	1	NA	720	"S"	"D100A"	"p18crandom.txt"
"45445"	"DSOMETIMES"	"O"	0	NA	NA	1	NA	208	"O"	"D100A"	"p18crandom.txt"
"45544"	"DSOMETIMES"	"M"	0	NA	NA	1	NA	112	"M"	"D100A"	"p18crandom.txt"
"45643"	"DSOMETIMES"	"E"	0	NA	NA	1	NA	472	"E"	"D100A"	"p18crandom.txt"
"45743"	"DSOMETIMES"	"T"	0	NA	NA	1	NA	249	"T"	"D100A"	"p18crandom.txt"
"45843"	"DSOMETIMES"	"I"	0	NA	NA	1	NA	112	"I"	"D100A"	"p18crandom.txt"
"45943"	"DSOMETIMES"	"M"	0	NA	NA	1	NA	376	"M"	"D100A"	"p18crandom.txt"
"46043"	"DSOMETIMES"	"E"	0	NA	NA	1	NA	120	"E"	"D100A"	"p18crandom.txt"
"46167"	"DSOMETIMES"	"S"	0	NA	NA	1	NA	152	"S"	"D100A"	"p18crandom.txt"
"46245"	"CHANGE"	"C"	1	"CHANGE"	0	6	1	1097	"C"	"D100A"	"p18crandom.txt"
"46343"	"CHANGE"	"H"	1	"CHANGE"	0	6	1	144	"H"	"D100A"	"p18crandom.txt"
"46443"	"CHANGE"	"A"	1	"CHANGE"	0	6	1	88	"A"	"D100A"	"p18crandom.txt"
"46543"	"CHANGE"	"N"	1	"CHANGE"	0	6	1	104	"N"	"D100A"	"p18crandom.txt"
"46643"	"CHANGE"	"G"	1	"CHANGE"	0	6	1	192	"G"	"D100A"	"p18crandom.txt"
"46743"	"CHANGE"	"E"	1	"CHANGE"	0	6	1	192	"E"	"D100A"	"p18crandom.txt"
"46843"	"OWNERSHIP,"	"O"	1	"OWNERSHIP,"	0	10	1	376	"O"	"D100A"	"p18crandom.txt"
"46943"	"OWNERSHIP,"	"W"	1	"OWNERSHIP,"	0	10	1	120	"W"	"D100A"	"p18crandom.txt"
"47043"	"OWNERSHIP,"	"N"	1	"OWNERSHIP,"	0	10	1	280	"N"	"D100A"	"p18crandom.txt"
"47167"	"OWNERSHIP,"	"E"	1	"OWNERSHIP,"	0	10	1	152	"E"	"D100A"	"p18crandom.txt"
"47245"	"OWNERSHIP,"	"R"	1	"OWNERSHIP,"	0	10	1	176	"R"	"D100A"	"p18crandom.txt"
"47343"	"OWNERSHIP,"	"S"	1	"OWNERSHIP,"	0	10	1	257	"S"	"D100A"	"p18crandom.txt"
"47443"	"OWNERSHIP,"	"H"	1	"OWNERSHIP,"	0	10	1	288	"H"	"D100A"	"p18crandom.txt"
"47543"	"OWNERSHIP,"	"I"	1	"OWNERSHIP,"	0	10	1	128	"I"	"D100A"	"p18crandom.txt"
"47643"	"OWNERSHIP,"	"P"	1	"OWNERSHIP,"	0	10	1	208	"P"	"D100A"	"p18crandom.txt"
"47743"	"OWNERSHIP,"	","	1	"OWNERSHIP,"	0	10	1	896	","	"D100A"	"p18crandom.txt"
"47843"	"BUT"	"B"	1	"BUT"	0	3	1	297	"B"	"D100A"	"p18crandom.txt"
"47941"	"BUT"	"U"	1	"BUT"	0	3	1	248	"U"	"D100A"	"p18crandom.txt"
"48041"	"BUT"	"T"	1	"BUT"	0	3	1	104	"T"	"D100A"	"p18crandom.txt"
"48164"	"THE"	"T"	1	"THE"	0	3	1	136	"T"	"D100A"	"p18crandom.txt"
"48242"	"THE"	"H"	1	"THE"	0	3	1	128	"H"	"D100A"	"p18crandom.txt"
"48339"	"THE"	"E"	1	"THE"	0	3	1	112	"E"	"D100A"	"p18crandom.txt"
"48439"	"PRICES"	"P"	1	"PRICES"	0	6	1	448	"P"	"D100A"	"p18crandom.txt"
"48539"	"PRICES"	"R"	1	"PRICES"	0	6	1	136	"R"	"D100A"	"p18crandom.txt"
"48639"	"PRICES"	"I"	1	"PRICES"	0	6	1	201	"I"	"D100A"	"p18crandom.txt"
"48739"	"PRICES"	"C"	1	"PRICES"	0	6	1	143	"C"	"D100A"	"p18crandom.txt"
"48839"	"PRICES"	"E"	1	"PRICES"	0	6	1	233	"E"	"D100A"	"p18crandom.txt"
"48937"	"PRICES"	"S"	1	"PRICES"	0	6	1	216	"S"	"D100A"	"p18crandom.txt"
"49036"	"ARE"	"A"	1	"ARE"	0	3	1	272	"A"	"D100A"	"p18crandom.txt"
"49158"	"ARE"	"R"	1	"ARE"	0	3	1	464	"R"	"D100A"	"p18crandom.txt"
"49237"	"ARE"	"E"	1	"ARE"	0	3	1	56	"E"	"D100A"	"p18crandom.txt"
"49335"	"VERY"	"V"	1	"VERY"	0	4	1	512	"V"	"D100A"	"p18crandom.txt"
"49433"	"VERY"	"E"	1	"VERY"	0	4	1	176	"E"	"D100A"	"p18crandom.txt"
"49532"	"VERY"	"R"	1	"VERY"	0	4	1	240	"R"	"D100A"	"p18crandom.txt"
"49632"	"VERY"	"Y"	1	"VERY"	0	4	1	192	"Y"	"D100A"	"p18crandom.txt"
"49731"	"HIGH."	"H"	1	"HIGH."	0	5	1	280	"H"	"D100A"	"p18crandom.txt"
"49831"	"HIGH."	"I"	1	"HIGH."	0	5	1	168	"I"	"D100A"	"p18crandom.txt"
"49931"	"HIGH."	"G"	1	"HIGH."	0	5	1	144	"G"	"D100A"	"p18crandom.txt"
"50030"	"HIGH."	"H"	1	"HIGH."	0	5	1	208	"H"	"D100A"	"p18crandom.txt"
"50152"	"HIGH."	"."	1	"HIGH."	0	5	1	313	"."	"D100A"	"p18crandom.txt"
"21064"	"BORDER"	"B"	1	"BORDER"	0	6	1	369	"B"	"D0A"	"p18crandom.txt"
"31064"	"BORDER"	"O"	1	"BORDER"	0	6	1	192	"O"	"D0A"	"p18crandom.txt"
"41064"	"BORDER"	"R"	1	"BORDER"	0	6	1	128	"R"	"D0A"	"p18crandom.txt"
"5389"	"BORDER"	"D"	1	"BORDER"	0	6	1	248	"D"	"D0A"	"p18crandom.txt"
"6170"	"BORDER"	"E"	1	"BORDER"	0	6	1	192	"E"	"D0A"	"p18crandom.txt"
"7170"	"BORDER"	"R"	1	"BORDER"	0	6	1	136	"R"	"D0A"	"p18crandom.txt"
"8170"	"COLLIE"	"C"	1	"COLLIE"	0	6	1	207	"C"	"D0A"	"p18crandom.txt"
"9170"	"COLLIE"	"O"	1	"COLLIE"	0	6	1	88	"O"	"D0A"	"p18crandom.txt"
"10170"	"COLLIE"	"L"	1	"COLLIE"	0	6	1	216	"L"	"D0A"	"p18crandom.txt"
"11170"	"COLLIE"	"L"	1	"COLLIE"	0	6	1	120	"L"	"D0A"	"p18crandom.txt"
"12170"	"COLLIE"	"I"	1	"COLLIE"	0	6	1	241	"I"	"D0A"	"p18crandom.txt"
"13170"	"COLLIE"	"E"	1	"COLLIE"	0	6	1	104	"E"	"D0A"	"p18crandom.txt"
"14170"	"IS"	"I"	1	"IS"	0	2	1	496	"I"	"D0A"	"p18crandom.txt"
"15170"	"IS"	"S"	1	"IS"	0	2	1	232	"S"	"D0A"	"p18crandom.txt"
"16170"	"NEVER"	"N"	1	"NEVER"	0	5	1	168	"N"	"D0A"	"p18crandom.txt"
"17170"	"NEVER"	"E"	1	"NEVER"	0	5	1	128	"E"	"D0A"	"p18crandom.txt"
"18170"	"NEVER"	"V"	1	"NEVER"	0	5	1	225	"V"	"D0A"	"p18crandom.txt"
"19170"	"NEVER"	"E"	1	"NEVER"	0	5	1	175	"E"	"D0A"	"p18crandom.txt"
"20170"	"NEVER"	"R"	1	"NEVER"	0	5	1	153	"R"	"D0A"	"p18crandom.txt"
"21174"	"HAPPIER"	"H"	1	"HAPPIER"	0	7	1	768	"H"	"D0A"	"p18crandom.txt"
"22171"	"HAPPIER"	"A"	1	"HAPPIER"	0	7	1	160	"A"	"D0A"	"p18crandom.txt"
"23170"	"HAPPIER"	"P"	1	"HAPPIER"	0	7	1	400	"P"	"D0A"	"p18crandom.txt"
"24170"	"HAPPIER"	"P"	1	"HAPPIER"	0	7	1	105	"P"	"D0A"	"p18crandom.txt"
"25170"	"HAPPIER"	"I"	1	"HAPPIER"	0	7	1	215	"I"	"D0A"	"p18crandom.txt"
"26170"	"HAPPIER"	"E"	1	"HAPPIER"	0	7	1	152	"E"	"D0A"	"p18crandom.txt"
"27170"	"HAPPIER"	"R"	1	"HAPPIER"	0	7	1	193	"R"	"D0A"	"p18crandom.txt"
"28170"	"THAN"	"T"	1	"THAN"	0	4	1	824	"T"	"D0A"	"p18crandom.txt"
"29170"	"THAN"	"H"	1	"THAN"	0	4	1	120	"H"	"D0A"	"p18crandom.txt"
"30170"	"THAN"	"A"	1	"THAN"	0	4	1	744	"A"	"D0A"	"p18crandom.txt"
"31174"	"THAN"	"N"	1	"THAN"	0	4	1	137	"N"	"D0A"	"p18crandom.txt"
"32171"	"WHEN"	"W"	1	"WHEN"	0	4	1	640	"W"	"D0A"	"p18crandom.txt"
"33170"	"WHEN"	"H"	1	"WHEN"	0	4	1	152	"H"	"D0A"	"p18crandom.txt"
"34170"	"WHEN"	"E"	1	"WHEN"	0	4	1	104	"E"	"D0A"	"p18crandom.txt"
"35170"	"WHEN"	"N"	1	"WHEN"	0	4	1	104	"N"	"D0A"	"p18crandom.txt"
"36170"	"DOING"	"D"	1	"DOING"	0	5	1	305	"D"	"D0A"	"p18crandom.txt"
"37170"	"DOING"	"O"	1	"DOING"	0	5	1	127	"O"	"D0A"	"p18crandom.txt"
"38170"	"DOING"	"I"	1	"DOING"	0	5	1	153	"I"	"D0A"	"p18crandom.txt"
"39170"	"DOING"	"N"	1	"DOING"	0	5	1	120	"N"	"D0A"	"p18crandom.txt"
"40170"	"DOING"	"G"	1	"DOING"	0	5	1	176	"G"	"D0A"	"p18crandom.txt"
"41174"	"SOMETHING."	"S"	1	"SOMETHING."	0	10	1	704	"S"	"D0A"	"p18crandom.txt"
"42171"	"SOMETHING."	"O"	1	"SOMETHING."	0	10	1	136	"O"	"D0A"	"p18crandom.txt"
"43170"	"SOMETHING."	"M"	1	"SOMETHING."	0	10	1	152	"M"	"D0A"	"p18crandom.txt"
"44170"	"SOMETHING."	"E"	1	"SOMETHING."	0	10	1	88	"E"	"D0A"	"p18crandom.txt"
"45170"	"SOMETHING."	"T"	1	"SOMETHING."	0	10	1	280	"T"	"D0A"	"p18crandom.txt"
"46168"	"SOMETHING."	"H"	1	"SOMETHING."	0	10	1	56	"H"	"D0A"	"p18crandom.txt"
"47168"	"SOMETHING."	"I"	1	"SOMETHING."	0	10	1	168	"I"	"D0A"	"p18crandom.txt"
"48165"	"SOMETHING."	"N"	1	"SOMETHING."	0	10	1	97	"N"	"D0A"	"p18crandom.txt"
"49159"	"SOMETHING."	"G"	1	"SOMETHING."	0	10	1	160	"G"	"D0A"	"p18crandom.txt"
"50153"	"SOMETHING."	"."	1	"SOMETHING."	0	10	1	352	"."	"D0A"	"p18crandom.txt"
"51146"	"SUCH"	"S"	1	"SUCH"	0	4	1	600	"S"	"D0A"	"p18crandom.txt"
"52132"	"SUCH"	"U"	1	"SUCH"	0	4	1	152	"U"	"D0A"	"p18crandom.txt"
"5390"	"SUCH"	"C"	1	"SUCH"	0	4	1	88	"C"	"D0A"	"p18crandom.txt"
"5453"	"SUCH"	"H"	1	"SUCH"	0	4	1	264	"H"	"D0A"	"p18crandom.txt"
"5550"	"IS"	"I"	1	"IS"	0	2	1	784	"I"	"D0A"	"p18crandom.txt"
"5649"	"IS"	"S"	1	"IS"	0	2	1	88	"S"	"D0A"	"p18crandom.txt"
"5746"	"THIER"	"T"	0	"They"	4	4	0	464	"T"	"D0A"	"p18crandom.txt"
"5846"	"THIER"	"H"	0	"They"	4	4	0	88	"H"	"D0A"	"p18crandom.txt"
"5946"	"THIER"	"I"	0	"They"	4	4	0	297	"I"	"D0A"	"p18crandom.txt"
"6046"	"THIER"	"E"	0	"They"	4	4	0	552	"E"	"D0A"	"p18crandom.txt"
"6171"	"THIER"	"R"	0	"They"	4	4	0	96	"R"	"D0A"	"p18crandom.txt"
"6248"	"DESIRE"	"D"	1	"DESIRE"	0	6	1	665	"D"	"D0A"	"p18crandom.txt"
"6346"	"DESIRE"	"E"	1	"DESIRE"	0	6	1	167	"E"	"D0A"	"p18crandom.txt"
"6446"	"DESIRE"	"S"	1	"DESIRE"	0	6	1	169	"S"	"D0A"	"p18crandom.txt"
"6546"	"DESIRE"	"I"	1	"DESIRE"	0	6	1	184	"I"	"D0A"	"p18crandom.txt"
"6646"	"DESIRE"	"R"	1	"DESIRE"	0	6	1	328	"R"	"D0A"	"p18crandom.txt"
"6746"	"DESIRE"	"E"	1	"DESIRE"	0	6	1	104	"E"	"D0A"	"p18crandom.txt"
"6846"	"TO"	"T"	1	"TO"	0	2	1	472	"T"	"D0A"	"p18crandom.txt"
